event_id,category,tags_count,posted_days_before_event,promotion_spend,max_participants,ticket_price,organizer_reputation,avg_past_attendance_rate,ctr,social_mentions,weekday,city,checked_in_count,revenue,attendance_rate,success
2714,SPORTS,1,3,0,100,213.72,0.83,0.309,0.2187,11,0,medium,90,19234.8,0.8981054695376454,1
2715,HEALTH,3,3,54,200,0.0,0.192,0.774,0.4502,6,1,small,167,0.0,0.8360569053122322,1
2716,TECH,0,6,1208,500,271.61,0.824,0.637,0.1926,8,6,medium,475,129014.75,0.95,1
2717,HEALTH,4,38,0,100,0.0,0.799,0.312,0.2403,11,3,large,95,0.0,0.95,1
2718,HEALTH,4,18,0,50,250.6,0.47,0.368,0.4639,7,4,small,48,12028.8,0.95,1
2719,OTHER,4,23,455,200,123.63,0.572,0.752,0.4147,8,5,small,190,23489.7,0.95,1
2720,ART,6,28,0,500,522.96,0.328,0.117,0.4945,7,4,large,473,247360.08,0.9466549824180442,1
2721,SPORTS,4,1,564,50,0.0,0.465,0.651,0.0401,8,0,medium,48,0.0,0.95,1
2722,OTHER,3,18,403,200,58.93,0.692,0.865,0.4744,10,3,small,190,11196.7,0.95,1
2723,ART,3,4,1003,50,100.64,0.095,0.241,0.4158,3,6,large,44,4428.16,0.8768819436279032,1
2724,OTHER,2,4,327,50,61.32,0.742,0.444,0.32,8,5,small,48,2943.36,0.95,1
2725,SPORTS,1,13,0,50,124.79,0.53,0.539,0.0467,8,5,medium,48,5989.92,0.95,1
2726,OTHER,3,1,672,200,0.0,0.542,0.742,0.2624,3,1,small,172,0.0,0.8618835167666384,1
2727,OTHER,1,4,0,100,51.19,0.521,0.583,0.4615,6,6,large,95,4863.05,0.95,1
2728,TECH,6,7,901,100,605.97,0.328,0.403,0.224,6,6,medium,95,57567.15,0.95,1
2729,HEALTH,2,21,0,50,0.0,0.747,0.332,0.164,10,1,large,48,0.0,0.95,1
2730,HEALTH,5,21,170,500,553.14,0.38,0.578,0.1525,6,0,medium,343,189727.02,0.686769164781373,1
2731,EDUCATION,2,8,64,200,215.88,0.132,0.639,0.6728,4,1,medium,190,41017.2,0.95,1
2732,SPORTS,3,6,58,500,628.16,0.232,0.406,0.2732,6,1,large,345,216715.2,0.6900045810608164,1
2733,EDUCATION,1,4,276,50,62.94,0.753,0.219,0.0075,13,3,small,30,1888.2,0.6089622962784969,1
2734,SPORTS,2,2,324,100,124.78,0.203,0.835,0.3892,6,1,large,95,11854.1,0.9461565541206272,1
2735,ART,4,1,0,500,523.45,0.245,0.47,0.4593,7,0,small,303,158605.35,0.6050440454427735,1
2736,OTHER,1,1,0,500,212.26,0.207,0.83,0.5142,4,1,large,419,88936.94,0.8379096795589543,1
2737,OTHER,2,42,131,50,0.0,0.375,0.491,0.4875,11,0,small,37,0.0,0.7393934392864665,1
2738,SPORTS,5,2,547,100,127.48,0.174,0.319,0.0668,7,3,small,68,8668.64,0.6751303505508199,1
2739,SPORTS,3,8,498,50,533.32,0.295,0.546,0.2164,13,3,large,43,22932.76,0.8654406915447173,1
2740,HEALTH,3,11,71,100,0.0,0.486,0.59,0.1262,8,2,large,95,0.0,0.95,1
2741,ART,5,9,0,200,251.3,0.587,0.704,0.3217,6,0,small,188,47244.4,0.9375523947075332,1
2742,TECH,5,9,495,200,134.16,0.801,0.636,0.4072,13,1,medium,190,25490.4,0.95,1
2743,OTHER,2,23,0,200,0.0,0.39,0.694,0.3931,6,5,small,190,0.0,0.95,1
2744,ART,2,12,283,200,635.12,0.696,0.628,0.5185,6,1,medium,190,120672.8,0.95,1
2745,ART,3,7,0,50,532.67,0.516,0.722,0.3569,6,0,medium,45,23970.15,0.902671324567626,1
2746,OTHER,2,25,12,200,521.46,0.674,0.698,0.0405,1,4,medium,173,90212.58,0.8641851701233327,1
2747,EDUCATION,3,24,488,200,227.99,0.482,0.225,0.1646,8,3,large,171,38986.29,0.8548851930470449,1
2748,SPORTS,0,18,722,100,114.08,0.716,0.679,0.1481,8,6,large,95,10837.6,0.95,1
2749,HEALTH,2,3,305,50,101.03,0.509,0.86,0.1484,9,6,medium,48,4849.44,0.95,1
2750,SPORTS,2,31,582,200,126.31,0.734,0.55,0.3997,9,3,medium,190,23998.9,0.95,1
2751,TECH,5,12,43,100,248.03,0.213,0.202,0.467,3,0,medium,95,23562.85,0.95,1
2752,HEALTH,7,14,0,50,50.08,0.382,0.416,0.205,9,1,large,48,2403.84,0.95,1
2753,SPORTS,3,11,135,200,0.0,0.427,0.951,0.0875,4,4,large,190,0.0,0.95,1
2754,HEALTH,4,19,175,50,51.18,0.057,0.75,0.1241,1,4,large,42,2149.56,0.8418411111894756,1
2755,SPORTS,2,7,160,100,54.4,0.12,0.051,0.1353,5,1,small,51,2774.4,0.5059123619045394,1
2756,HEALTH,3,11,390,50,227.37,0.103,0.389,0.375,1,3,small,35,7957.95,0.7054126656159269,1
2757,OTHER,1,72,535,50,579.55,0.7,0.716,0.1727,8,0,medium,34,19704.7,0.6895893619457018,1
2758,HEALTH,2,9,628,50,103.51,0.618,0.75,0.638,6,2,medium,48,4968.48,0.95,1
2759,ART,6,4,208,100,106.29,0.584,0.579,0.1947,9,3,small,82,8715.78,0.8163951430606512,1
2760,HEALTH,1,8,0,100,257.97,0.736,0.723,0.2245,6,3,small,88,22701.36,0.8807033450206583,1
2761,SPORTS,5,7,383,50,213.78,0.092,0.313,0.3126,4,6,large,48,10261.44,0.95,1
2762,HEALTH,1,1,861,100,116.04,0.724,0.388,0.4255,13,3,medium,95,11023.8,0.95,1
2763,EDUCATION,4,7,0,500,129.65,0.931,0.246,0.0978,10,0,medium,475,61583.75,0.95,1
2764,ART,0,20,0,50,0.0,0.417,0.232,0.0665,5,2,medium,35,0.0,0.7057666513312619,1
2765,HEALTH,3,16,1038,50,0.0,0.58,0.697,0.3223,8,2,large,48,0.0,0.95,1
2766,OTHER,0,5,179,100,53.99,0.579,0.63,0.3194,6,0,small,90,4859.1,0.9046331625154764,1
2767,SPORTS,0,26,0,500,543.15,0.738,0.572,0.078,9,0,small,378,205310.7,0.7561484878230381,1
2768,EDUCATION,2,1,91,100,107.56,0.537,0.297,0.0893,9,6,medium,92,9895.52,0.9161331710540094,1
2769,OTHER,5,2,0,500,255.54,0.292,0.844,0.1952,4,2,medium,384,98127.36,0.7681066062995554,1
2770,TECH,0,1,333,100,0.0,0.407,0.337,0.1356,7,5,medium,95,0.0,0.95,1
2771,TECH,4,32,0,100,0.0,0.396,0.522,0.1138,4,4,small,95,0.0,0.9485369536789173,1
2772,HEALTH,2,1,162,200,54.03,0.349,0.929,0.1251,3,2,small,142,7672.26,0.7088194710169078,1
2773,OTHER,5,19,26,100,0.0,0.326,0.395,0.1881,5,4,large,89,0.0,0.8909477651754442,1
2774,OTHER,4,8,159,50,63.47,0.195,0.577,0.0891,3,2,medium,33,2094.51,0.663031594597456,1
2775,HEALTH,4,15,295,50,55.89,0.18,0.12,0.4505,1,2,small,32,1788.48,0.6336188665743199,1
2776,ART,4,5,373,200,0.0,0.331,0.654,0.4154,6,3,medium,190,0.0,0.95,1
2777,SPORTS,1,1,0,50,0.0,0.541,0.564,0.2434,4,3,medium,48,0.0,0.95,1
2778,OTHER,6,2,179,200,0.0,0.183,0.23,0.1759,6,6,small,169,0.0,0.8431156653955327,1
2779,ART,0,22,1036,50,223.22,0.59,0.747,0.4374,2,6,small,48,10714.56,0.95,1
2780,OTHER,3,12,475,200,53.54,0.417,0.524,0.5114,4,3,small,190,10172.6,0.95,1
2781,ART,4,26,80,200,504.2,0.45,0.645,0.5572,6,6,medium,190,95798.0,0.95,1
2782,HEALTH,2,2,407,50,123.2,0.83,0.521,0.4192,13,0,large,48,5913.6,0.95,1
2783,OTHER,4,4,682,100,552.28,0.136,0.529,0.1495,3,0,large,54,29823.12,0.5420701689057397,1
2784,SPORTS,2,18,322,200,102.13,0.401,0.834,0.1192,5,3,small,190,19404.7,0.95,1
2785,EDUCATION,3,31,394,500,129.61,0.36,0.322,0.151,7,0,medium,362,46918.82,0.7246846150774038,1
2786,OTHER,3,70,706,500,251.47,0.661,0.785,0.158,9,4,medium,475,119448.25,0.95,1
2787,SPORTS,5,19,642,100,56.01,0.54,0.489,0.1054,4,6,medium,95,5320.95,0.95,1
2788,SPORTS,3,22,375,200,62.12,0.586,0.185,0.1969,6,3,medium,174,10808.88,0.8704860089036888,1
2789,TECH,4,7,466,100,73.65,0.481,0.382,0.144,6,3,large,95,6996.75,0.95,1
2790,OTHER,4,17,55,100,124.66,0.684,0.184,0.2044,9,5,medium,95,11842.7,0.95,1
2791,SPORTS,3,13,0,50,208.78,0.487,0.642,0.0435,6,1,medium,47,9812.66,0.9347806972026363,1
2792,TECH,1,33,75,100,245.3,0.58,0.666,0.1878,6,6,small,95,23303.5,0.95,1
2793,HEALTH,4,1,0,500,226.88,0.322,0.471,0.5785,6,3,large,475,107768.0,0.95,1
2794,TECH,2,21,0,100,65.13,0.628,0.657,0.2997,6,1,small,95,6187.35,0.95,1
2795,HEALTH,0,29,139,200,205.39,0.637,0.687,0.3521,4,4,small,190,39024.1,0.95,1
2796,SPORTS,3,21,617,200,128.66,0.539,0.718,0.2803,10,4,large,190,24445.4,0.95,1
2797,HEALTH,6,16,460,500,52.92,0.671,0.386,0.1763,8,0,small,457,24184.44,0.9143352502274738,1
2798,EDUCATION,5,7,0,100,240.09,0.81,0.74,0.173,12,4,large,95,22808.55,0.95,1
2799,SPORTS,5,16,44,500,209.17,0.315,0.377,0.4149,2,4,small,475,99355.75,0.95,1
2800,EDUCATION,1,10,353,1000,0.0,0.217,0.905,0.2783,4,5,large,950,0.0,0.95,1
2801,TECH,1,4,437,200,768.13,0.139,0.448,0.3119,4,6,medium,151,115987.63,0.7525302867716703,1
2802,EDUCATION,2,4,419,200,63.49,0.454,0.648,0.1372,3,3,large,190,12063.1,0.95,1
2803,OTHER,2,1,354,500,119.86,0.736,0.878,0.1066,11,3,medium,461,55255.46,0.9229379529144147,1
2804,HEALTH,3,19,106,100,0.0,0.301,0.599,0.0782,5,6,medium,95,0.0,0.95,1
2805,HEALTH,4,8,134,50,60.13,0.352,0.4,0.4813,6,6,medium,48,2886.24,0.95,1
2806,EDUCATION,2,1,733,100,623.52,0.561,0.693,0.1503,8,4,large,88,54869.76,0.8813892079375857,1
2807,HEALTH,7,7,920,200,0.0,0.755,0.535,0.1176,7,4,large,190,0.0,0.95,1
2808,EDUCATION,0,2,772,500,124.25,0.62,0.473,0.1571,4,4,small,392,48706.0,0.7846633572320589,1
2809,SPORTS,5,10,0,100,201.09,0.405,0.783,0.0347,4,5,medium,95,19103.55,0.95,1
2810,ART,4,7,0,100,106.59,0.368,0.816,0.2836,5,2,medium,95,10126.05,0.95,1
2811,HEALTH,3,60,0,200,223.57,0.805,0.681,0.5496,5,2,small,190,42478.3,0.95,1
2812,SPORTS,2,4,792,100,585.17,0.115,0.296,0.5248,4,2,large,75,43887.75,0.7515038316491395,1
2813,OTHER,6,5,292,1000,504.17,0.38,0.505,0.2299,4,0,medium,648,326702.16,0.6480645535010803,1
2814,EDUCATION,2,4,791,500,630.05,0.284,0.887,0.3232,3,1,medium,323,203506.15,0.6469455011916926,1
2815,TECH,1,15,597,100,258.82,0.448,0.238,0.3171,7,2,small,87,22517.34,0.8673499868334898,1
2816,SPORTS,6,31,349,500,595.74,0.38,0.361,0.1779,4,2,large,359,213870.66,0.7189934187662379,1
2817,EDUCATION,2,34,0,100,51.85,0.586,0.661,0.1999,9,3,medium,95,4925.75,0.95,1
2818,ART,2,19,125,500,123.07,0.544,0.793,0.0941,8,4,medium,475,58458.25,0.95,1
2819,HEALTH,3,5,886,100,258.91,0.92,0.624,0.1751,12,1,medium,95,24596.45,0.95,1
2820,OTHER,3,13,0,50,127.08,0.235,0.614,0.2417,6,0,small,36,4574.88,0.7174884443751698,1
2821,ART,3,1,0,50,0.0,0.35,0.494,0.2504,3,3,large,45,0.0,0.9063475568345843,1
2822,HEALTH,2,34,0,500,0.0,0.582,0.473,0.6817,8,2,large,475,0.0,0.95,1
2823,ART,5,12,507,100,232.57,0.918,0.35,0.4134,11,1,small,95,22094.15,0.95,1
2824,HEALTH,3,8,539,200,122.22,0.585,0.586,0.4789,9,4,medium,190,23221.8,0.95,1
2825,SPORTS,4,10,0,100,0.0,0.8,0.923,0.429,10,0,small,95,0.0,0.95,1
2826,SPORTS,2,13,0,500,56.38,0.37,0.437,0.4726,7,5,small,475,26780.5,0.95,1
2827,ART,2,7,613,100,644.22,0.458,0.856,0.2347,14,4,large,95,61200.9,0.95,1
2828,TECH,6,22,38,100,633.0,0.381,0.191,0.5764,8,4,medium,95,60135.0,0.95,1
2829,HEALTH,3,6,429,50,0.0,0.843,0.709,0.2845,9,5,medium,48,0.0,0.95,1
2830,SPORTS,2,16,191,100,0.0,0.668,0.939,0.1013,5,0,large,95,0.0,0.95,1
2831,HEALTH,4,13,439,200,0.0,0.582,0.513,0.0897,10,5,large,190,0.0,0.95,1
2832,TECH,2,44,523,200,0.0,0.465,0.6,0.0978,5,6,medium,190,0.0,0.95,1
2833,ART,6,2,657,50,519.06,0.762,0.749,0.0665,12,2,small,39,20243.34,0.7868933136402161,1
2834,TECH,3,11,27,200,658.42,0.62,0.571,0.2458,8,6,medium,190,125099.8,0.95,1
2835,OTHER,8,19,528,500,0.0,0.589,0.83,0.6132,12,5,small,475,0.0,0.95,1
2836,TECH,2,3,289,50,613.95,0.325,0.782,0.2736,6,1,medium,39,23944.05,0.7815229195669235,1
2837,TECH,2,45,148,100,250.09,0.705,0.464,0.2843,12,0,medium,95,23758.55,0.95,1
2838,HEALTH,2,3,148,500,510.91,0.547,0.306,0.1169,7,1,large,306,156338.46,0.6120269998181709,1
2839,EDUCATION,3,42,471,100,126.06,0.718,0.306,0.5367,10,4,small,95,11975.7,0.95,1
2840,ART,6,20,0,100,54.1,0.408,0.354,0.3589,13,3,small,90,4869.0,0.9008953729441102,1
2841,EDUCATION,4,33,997,50,0.0,0.522,0.375,0.1867,4,6,medium,48,0.0,0.95,1
2842,EDUCATION,4,2,9,50,229.31,0.614,0.885,0.0696,9,2,medium,48,11006.88,0.95,1
2843,ART,6,1,0,100,210.42,0.834,0.743,0.2801,5,1,small,78,16412.76,0.7840481115212379,1
2844,SPORTS,4,19,189,100,227.3,0.08,0.531,0.1547,5,1,small,67,15229.1,0.6737118607817306,1
2845,SPORTS,1,36,257,200,59.82,0.738,0.412,0.4891,8,6,large,190,11365.8,0.95,1
2846,ART,3,2,382,100,55.02,0.177,0.699,0.1328,6,1,small,62,3411.24,0.6155920726920493,1
2847,TECH,2,17,177,200,62.11,0.73,0.387,0.2334,10,6,small,190,11800.9,0.95,1
2848,HEALTH,6,30,271,50,0.0,0.238,0.93,0.4743,7,1,medium,48,0.0,0.95,1
2849,HEALTH,3,17,180,500,64.97,0.327,0.483,0.0656,4,0,medium,441,28651.77,0.8811055043008347,1
2850,TECH,0,7,653,100,0.0,0.699,0.488,0.1296,14,6,medium,95,0.0,0.95,1
2851,OTHER,2,8,708,500,241.45,0.589,0.556,0.776,5,5,medium,475,114688.75,0.95,1
2852,ART,7,35,55,100,638.81,0.066,0.881,0.1763,8,4,small,44,28107.64,0.44003211758312766,0
2853,ART,7,6,0,1000,107.58,0.58,0.515,0.0619,7,0,medium,700,75306.0,0.7003634538005041,1
2854,TECH,1,9,14,50,67.9,0.36,0.029,0.4814,7,3,medium,47,3191.3,0.9324577944345516,1
2855,HEALTH,4,49,1031,100,534.43,0.552,0.488,0.0483,3,6,small,68,36341.24,0.6777045295257453,1
2856,TECH,3,3,344,50,61.43,0.587,0.39,0.53,4,2,medium,48,2948.64,0.95,1
2857,HEALTH,3,65,189,50,117.98,0.442,0.595,0.1485,11,6,large,48,5663.04,0.95,1
2858,OTHER,0,13,90,100,649.37,0.582,0.757,0.1093,9,4,medium,91,59092.67,0.9084559241194405,1
2859,OTHER,5,7,0,100,0.0,0.699,0.492,0.2229,5,3,large,95,0.0,0.95,1
2860,TECH,3,2,230,50,0.0,0.611,0.206,0.1161,4,1,medium,38,0.0,0.7643398000234624,1
2861,OTHER,0,12,0,1000,585.53,0.564,0.829,0.295,9,6,medium,950,556253.5,0.95,1
2862,HEALTH,1,5,0,1000,241.92,0.444,0.731,0.4114,7,5,medium,950,229824.0,0.95,1
2863,OTHER,5,10,363,50,62.86,0.331,0.349,0.1687,5,2,small,38,2388.68,0.7642781175309803,1
2864,TECH,1,1,0,100,646.09,0.147,0.354,0.3077,1,4,large,70,45226.3,0.7000418508722157,1
2865,TECH,2,33,557,200,0.0,0.164,0.096,0.1068,8,3,small,140,0.0,0.7016920602422512,1
2866,TECH,1,2,221,100,749.26,0.489,0.48,0.3762,6,1,medium,67,50200.42,0.6653732459999582,1
2867,TECH,3,8,54,100,612.4,0.202,0.544,0.2698,3,2,medium,87,53278.8,0.8725029757053644,1
2868,HEALTH,2,4,942,100,125.71,0.597,0.315,0.0625,6,4,large,87,10936.77,0.8674106069288006,1
2869,OTHER,0,5,0,100,224.08,0.641,0.69,0.0693,8,0,small,51,11428.08,0.5055915304251759,1
2870,ART,0,10,311,100,0.0,0.715,0.271,0.2173,7,0,large,95,0.0,0.95,1
2871,OTHER,5,28,366,100,124.52,0.6,0.665,0.1906,8,5,small,95,11829.4,0.95,1
2872,SPORTS,3,3,341,100,512.77,0.237,0.358,0.3251,5,2,medium,60,30766.2,0.5969149110498547,1
2873,EDUCATION,2,8,1085,500,61.28,0.405,0.568,0.2547,8,2,large,475,29108.0,0.95,1
2874,OTHER,4,1,819,50,55.6,0.891,0.617,0.1064,9,2,large,48,2668.8,0.95,1
2875,TECH,1,25,657,50,255.69,0.842,0.196,0.0366,3,0,medium,48,12273.12,0.95,1
2876,ART,3,7,673,50,105.22,0.182,0.691,0.0527,7,5,medium,48,5050.56,0.95,1
2877,HEALTH,4,46,0,50,0.0,0.899,0.279,0.1258,10,4,small,48,0.0,0.95,1
2878,OTHER,4,6,0,100,109.3,0.407,0.388,0.2143,10,5,small,82,8962.6,0.8242052755934481,1
2879,HEALTH,2,49,286,200,0.0,0.294,0.381,0.1437,6,2,large,162,0.0,0.8112376353388782,1
2880,OTHER,4,9,182,200,0.0,0.85,0.659,0.2838,16,3,large,190,0.0,0.95,1
2881,TECH,8,23,248,1000,0.0,0.224,0.335,0.2203,4,3,small,950,0.0,0.95,1
2882,SPORTS,2,10,329,200,62.27,0.118,0.928,0.2825,3,3,medium,190,11831.3,0.95,1
2883,EDUCATION,0,2,0,100,233.39,0.666,0.452,0.3066,11,0,small,66,15403.74,0.6621225109874862,1
2884,SPORTS,1,4,727,100,508.35,0.228,0.3,0.1425,4,1,large,52,26434.2,0.522287074865559,1
2885,ART,6,13,328,50,0.0,0.427,0.548,0.7619,8,6,small,48,0.0,0.95,1
2886,ART,3,15,504,1000,522.62,0.721,0.875,0.12,13,0,medium,848,443181.76,0.8483462734439546,1
2887,EDUCATION,5,16,0,100,0.0,0.439,0.398,0.2008,8,3,large,95,0.0,0.95,1
2888,TECH,3,7,161,1000,73.37,0.891,0.878,0.1222,9,1,medium,950,69701.5,0.95,1
2889,EDUCATION,1,18,650,100,57.28,0.382,0.769,0.1528,9,1,medium,95,5441.6,0.95,1
2890,ART,5,11,840,1000,568.41,0.245,0.787,0.0994,4,0,small,656,372876.96,0.6561199461090126,1
2891,SPORTS,4,20,373,500,60.25,0.194,0.662,0.2559,3,3,medium,475,28618.75,0.95,1
2892,ART,7,27,101,200,56.05,0.766,0.818,0.3199,7,1,small,190,10649.5,0.95,1
2893,HEALTH,3,10,488,50,247.13,0.323,0.491,0.2391,4,4,small,45,11120.85,0.9090673079447064,1
2894,TECH,6,13,253,200,0.0,0.287,0.645,0.4386,4,3,small,190,0.0,0.95,1
2895,HEALTH,2,10,411,100,126.98,0.623,0.73,0.2124,4,6,small,95,12063.1,0.95,1
2896,TECH,3,28,463,100,754.6,0.127,0.182,0.1694,4,0,small,31,23392.6,0.3102126135645622,0
2897,EDUCATION,4,27,279,50,104.4,0.755,0.572,0.1361,12,4,small,48,5011.2,0.95,1
2898,OTHER,1,21,77,50,544.96,0.631,0.491,0.2135,11,4,small,38,20708.48,0.7630192470258981,1
2899,SPORTS,5,62,893,50,0.0,0.786,0.22,0.3106,12,3,medium,48,0.0,0.95,1
2900,HEALTH,3,5,128,500,63.62,0.44,0.068,0.0467,6,6,small,402,25575.24,0.8038094043043966,1
2901,SPORTS,3,1,826,50,602.73,0.698,0.779,0.1325,7,5,medium,48,28931.04,0.95,1
2902,TECH,2,17,93,1000,729.42,0.455,0.196,0.5401,5,5,large,950,692949.0,0.95,1
2903,HEALTH,0,15,0,50,571.75,0.326,0.217,0.3104,5,3,small,35,20011.25,0.7077674924020863,1
2904,ART,3,18,310,200,50.89,0.153,0.399,0.6117,3,5,medium,190,9669.1,0.95,1
2905,HEALTH,2,5,113,50,200.57,0.6,0.522,0.086,12,0,small,33,6618.81,0.6610209636759141,1
2906,HEALTH,1,54,617,100,504.31,0.798,0.909,0.1537,9,2,large,95,47909.45,0.95,1
2907,EDUCATION,5,10,0,200,532.1,0.224,0.19,0.3878,6,6,medium,190,101099.0,0.95,1
2908,HEALTH,1,21,460,200,519.4,0.765,0.613,0.4426,8,6,large,190,98686.0,0.95,1
2909,EDUCATION,3,10,149,100,233.59,0.325,0.542,0.0768,6,1,small,60,14015.4,0.6041262232748985,1
2910,SPORTS,1,3,169,50,115.01,0.337,0.233,0.5145,7,1,small,38,4370.38,0.7632563138580947,1
2911,OTHER,4,57,344,500,0.0,0.475,0.768,0.0731,7,0,large,451,0.0,0.9025231908815993,1
2912,TECH,6,19,532,500,139.56,0.185,0.339,0.1829,7,6,small,433,60429.48,0.8659213153020603,1
2913,OTHER,2,41,101,50,207.37,0.273,0.672,0.0788,4,3,small,32,6635.84,0.6475494367860539,1
2914,OTHER,3,1,806,100,0.0,0.343,0.745,0.2745,6,3,small,86,0.0,0.8633577802910526,1
2915,ART,3,21,308,50,58.72,0.334,0.86,0.2526,6,4,medium,48,2818.56,0.95,1
2916,TECH,3,5,66,200,71.96,0.593,0.226,0.0192,13,1,medium,147,10578.12,0.7337055992256429,1
2917,EDUCATION,3,1,33,50,116.94,0.721,0.709,0.2234,10,2,small,44,5145.36,0.8858791182757163,1
2918,EDUCATION,2,29,300,50,50.85,0.137,0.89,0.097,8,4,medium,39,1983.15,0.7750559344724599,1
2919,EDUCATION,1,20,287,100,57.12,0.508,0.76,0.4459,6,2,small,95,5426.4,0.95,1
2920,TECH,4,49,109,200,139.06,0.322,0.661,0.2485,7,2,large,190,26421.4,0.95,1
2921,HEALTH,2,19,330,200,128.96,0.116,0.479,0.3155,2,2,medium,157,20246.72,0.784813232858378,1
2922,EDUCATION,4,2,76,100,124.8,0.73,0.092,0.1449,10,2,small,81,10108.8,0.8149586513098517,1
2923,SPORTS,2,5,0,100,52.72,0.506,0.482,0.14,6,4,large,95,5008.4,0.95,1
2924,ART,2,46,0,1000,0.0,0.758,0.871,0.1047,6,3,small,941,0.0,0.9405344438440556,1
2925,TECH,2,34,0,100,634.55,0.3,0.643,0.0798,4,0,medium,58,36803.9,0.5785373470424088,1
2926,HEALTH,3,7,95,50,103.87,0.418,0.454,0.6711,11,1,large,48,4985.76,0.95,1
2927,ART,2,6,0,100,601.17,0.047,0.937,0.2614,0,3,small,51,30659.67,0.5105849463360453,1
2928,ART,3,22,66,100,0.0,0.591,0.978,0.1018,7,6,medium,95,0.0,0.95,1
2929,TECH,3,19,0,50,0.0,0.383,0.502,0.3681,3,1,small,48,0.0,0.95,1
2930,ART,6,5,403,200,54.15,0.759,0.646,0.075,7,3,small,177,9584.55,0.886033780976186,1
2931,HEALTH,5,1,328,50,225.02,0.601,0.578,0.282,10,3,large,48,10800.96,0.95,1
2932,HEALTH,7,1,540,100,599.33,0.272,0.937,0.0877,6,0,medium,68,40754.44,0.6842993958657512,1
2933,TECH,1,32,946,100,123.15,0.518,0.754,0.2366,6,4,small,95,11699.25,0.95,1
2934,OTHER,2,5,526,100,0.0,0.455,0.465,0.0157,4,6,medium,86,0.0,0.8633386026936037,1
2935,OTHER,2,25,980,50,0.0,0.384,0.361,0.0882,5,1,large,36,0.0,0.717115262418544,1
2936,HEALTH,0,8,537,200,103.27,0.292,0.859,0.2101,3,2,medium,190,19621.3,0.95,1
2937,OTHER,4,22,134,100,57.63,0.724,0.809,0.0528,10,1,medium,95,5474.85,0.95,1
2938,OTHER,2,48,242,1000,214.5,0.254,0.753,0.4389,5,4,large,936,200772.0,0.9364173332459802,1
2939,HEALTH,2,13,424,50,103.0,0.224,0.764,0.125,5,1,small,38,3914.0,0.7669151526181559,1
2940,EDUCATION,2,5,443,500,639.61,0.893,0.583,0.4258,13,3,medium,467,298697.87,0.9342572588681832,1
2941,ART,4,2,387,100,537.77,0.116,0.722,0.3758,2,1,large,63,33879.51,0.6347473234713398,1
2942,OTHER,3,12,0,100,232.81,0.835,0.551,0.3121,13,1,medium,95,22116.95,0.95,1
2943,TECH,4,3,0,100,0.0,0.136,0.303,0.0045,6,4,medium,69,0.0,0.6937857867994877,1
2944,ART,2,3,284,200,0.0,0.389,0.327,0.4062,5,0,medium,174,0.0,0.870330087114176,1
2945,EDUCATION,2,58,191,50,0.0,0.143,0.816,0.0672,4,6,medium,46,0.0,0.9199623793589303,1
2946,ART,3,1,560,200,237.44,0.328,0.539,0.2179,6,1,small,118,28017.92,0.5905648389241217,1
2947,TECH,5,51,120,500,0.0,0.393,0.579,0.1173,6,1,small,437,0.0,0.8745949934473782,1
2948,TECH,2,13,106,500,67.77,0.332,0.568,0.5113,5,6,small,475,32190.75,0.95,1
2949,SPORTS,4,8,824,500,222.13,0.634,0.836,0.195,6,2,medium,475,105511.75,0.95,1
2950,OTHER,3,18,319,500,61.31,0.372,0.554,0.1673,4,1,medium,420,25750.2,0.8399150482054393,1
2951,OTHER,2,10,218,500,0.0,0.248,0.874,0.1497,5,3,medium,473,0.0,0.9469516823961599,1
2952,OTHER,2,16,100,50,220.61,0.634,0.378,0.0654,8,4,large,41,9045.01,0.8296755205572259,1
2953,HEALTH,5,4,191,500,118.62,0.3,0.755,0.3439,8,0,large,448,53141.76,0.8963416374718461,1
2954,HEALTH,3,4,44,50,561.22,0.351,0.799,0.1385,5,4,small,28,15714.16,0.5611650672179183,1
2955,OTHER,4,12,470,50,57.22,0.766,0.316,0.1886,9,6,small,48,2746.56,0.95,1
2956,OTHER,5,11,0,100,109.86,0.833,0.612,0.2871,7,3,small,95,10436.7,0.95,1
2957,OTHER,4,1,467,50,0.0,0.708,0.348,0.1635,6,1,small,39,0.0,0.7853818856752366,1
2958,ART,2,26,37,1000,0.0,0.753,0.55,0.3301,9,1,large,950,0.0,0.95,1
2959,ART,0,41,84,100,64.51,0.563,0.513,0.0154,9,3,large,80,5160.8,0.8046408152087928,1
2960,TECH,6,11,619,100,632.14,0.401,0.317,0.2997,6,6,medium,95,60053.3,0.95,1
2961,HEALTH,4,4,872,100,201.03,0.197,0.804,0.1203,4,3,medium,75,15077.25,0.7473150975106675,1
2962,HEALTH,5,7,296,200,100.16,0.227,0.673,0.1987,2,3,large,190,19030.4,0.95,1
2963,EDUCATION,4,18,547,200,250.03,0.759,0.751,0.2193,11,2,large,190,47505.7,0.95,1
2964,OTHER,1,5,407,50,0.0,0.391,0.795,0.1981,4,2,medium,42,0.0,0.8481320887226572,1
2965,HEALTH,3,6,296,200,242.85,0.597,0.833,0.2407,9,3,small,175,42498.75,0.8767955634557193,1
2966,TECH,3,33,0,200,629.92,0.143,0.71,0.1795,2,2,medium,151,95117.92,0.7539566661076221,1
2967,OTHER,5,102,112,50,637.47,0.671,0.282,0.6612,10,4,small,45,28686.15,0.8983902295377777,1
